"ID","Victim","CC_Fraud","Other_ID_Theft","Victim_Cat","Victim.Cat.Code","Date.of.Attack","Age","Dwelling","City_Rural","Computer","Tablet","Cell_Phone","HH_Income","No_of_CC","Social_Net","Social_Net_Acct","OL_Bank","Firewall","Malware.Present","Frequent.Traveler","Security_Clearance","Kids_in_HH","Tot_Kids","Secure_Hnet","Sess_Cnt_1mos","Cyber_Atks","No_Cyber_Atks_1mo"
270472330,1,0,1,"B",1,2015-03-14,19,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,1,0,0,0,0,0,100,1,33
283143650,0,0,0,"A",0,2015-03-14,71,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,99,1,29
299106740,0,0,0,"A",0,2015-03-14,66,"Apartment","City",1,1,1,"Low",1,0,"FB",0,1,0,0,0,1,2,0,99,1,28
347486629,0,0,0,"A",0,2015-03-14,69,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,1,0,0,0,0,0,0,99,1,28
355886347,0,0,0,"A",0,2015-03-14,92,"Apartment","City",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,100,1,36
364089875,0,0,0,"A",0,2015-03-14,81,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,1,1,0,0,1,1,0,100,1,34
376182480,0,0,0,"A",0,2015-03-14,53,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,0,0,0,0,0,0,100,1,37
405399080,1,1,0,"B",1,2015-03-14,86,"Apartment","Rural",1,0,0,"Low",1,0,"FB",0,1,1,0,0,0,0,0,100,1,38
428812230,0,0,0,"A",0,2015-03-14,70,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,1,1,0,0,0,0,1,99,1,28
443950404,0,0,0,"A",0,2015-03-14,87,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,1,0,0,0,0,0,0,100,1,35
462596159,0,0,0,"A",0,2015-03-14,43,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,100,1,37
464129310,0,0,0,"A",0,2015-03-14,41,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,1,100,1,37
464950317,0,0,0,"A",0,2015-03-14,91,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,1,0,0,1,1,0,96,1,20
470113768,0,0,0,"A",0,2015-03-14,55,"Apartment","City",1,1,1,"Low",1,0,"FB",0,1,0,0,0,0,0,0,0,0,0
564998770,1,0,1,"B",1,2015-03-14,87,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
573891498,0,0,0,"A",0,2015-03-14,64,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,0,1,0,0,0,0,0,100,1,33
576312670,0,0,0,"A",0,2015-03-14,66,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,1,0,0,0,0,0,99,1,30
588520120,1,1,0,"B",1,2015-03-14,13,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,1,0,0,0,1,3,0,99,1,28
637844670,1,1,0,"D",3,2015-03-14,76,"House","City",1,1,1,"High",4,1,"FB",0,0,1,0,0,0,0,0,100,1,32
644737684,0,0,0,"A",0,2015-03-14,42,"House","City",1,1,1,"Medium",4,1,"LI",0,1,0,0,0,0,0,0,98,1,25
646391110,0,0,0,"A",0,2015-03-14,48,"House","City",1,1,1,"High",5,0,"FB",0,1,1,0,0,0,0,0,99,1,30
651835050,1,0,1,"D",3,2015-03-14,48,"House","City",1,1,1,"High",5,0,"FB",0,1,0,0,0,0,0,0,0,0,0
670608472,0,0,0,"A",0,2015-03-14,76,"House","City",1,1,1,"High",4,1,"FB",0,1,1,0,0,0,0,0,97,1,23
671823300,1,0,1,"B",1,2015-03-14,41,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,1,94,1,18
677057638,1,1,0,"C",2,2015-03-14,20,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
686857125,1,1,0,"C",2,2015-03-14,17,"Apartment","Rural",1,0,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,1,99,1,29
689999510,1,0,1,"B",1,2015-03-14,53,"Apartment","City",1,1,1,"Low",0,1,"FB",0,0,1,0,0,0,0,1,98,1,24
715034349,0,0,0,"A",0,2015-03-14,43,"Apartment","City",1,1,1,"Medium",4,1,"LI",0,0,0,0,0,0,0,1,0,0,0
738731640,1,1,0,"C",2,2015-03-14,82,"Apartment","Rural",1,0,0,"Medium",4,1,"LI",0,1,0,0,0,0,0,0,0,0,0
745355666,1,1,0,"D",3,2015-03-14,26,"House","City",1,1,1,"High",4,1,"LI",0,0,1,0,0,0,0,1,99,1,29
764409838,0,0,0,"A",0,2015-03-14,43,"Apartment","City",1,1,1,"Medium",4,1,"LI",0,0,0,0,0,0,0,0,0,0,0
787158130,1,0,1,"B",1,2015-03-14,14,"Apartment","City",1,1,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,70,0,0
791034440,0,0,0,"A",0,2015-03-14,20,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,24,0,0
802804965,0,0,0,"A",0,2015-03-14,41,"Apartment","City",1,1,1,"Low",0,0,"FB",0,0,1,0,0,0,0,0,11,0,0
825393245,0,0,0,"A",0,2015-03-14,70,"Apartment","Rural",1,0,1,"Low",0,0,"FB",0,0,1,0,0,0,0,0,92,1,17
879034650,1,0,1,"D",3,2015-03-14,12,"House","City",1,1,1,"High",5,1,"LI",0,1,0,0,0,0,0,0,0,0,0
966215680,0,0,0,"A",0,2015-03-14,69,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,1,0,0,0,0,0,0,100,1,38
978164242,1,1,0,"B",1,2015-03-14,34,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,94,1,18
978336413,0,0,0,"A",0,2015-03-14,64,"House","City",1,1,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,99,1,31
101419835,0,0,0,"A",0,2015-03-15,58,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,53,0,0
119888000,0,0,0,"A",0,2015-03-15,60,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,1,0,0,0,0,0,0,0,0,0
146213350,0,0,0,"A",0,2015-03-15,98,"Apartment","City",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,99,1,27
149864930,1,0,1,"B",1,2015-03-15,36,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
150499370,0,0,0,"A",0,2015-03-15,95,"Apartment","City",1,0,1,"Low",1,0,"FB",0,1,1,0,0,0,0,0,100,1,38
185710190,1,0,1,"B",1,2015-03-15,31,"Apartment","Rural",1,0,1,"Low",0,0,"FB",0,1,0,0,0,0,0,0,89,1,14
206840530,0,0,0,"A",0,2015-03-15,91,"Apartment","City",1,1,1,"Medium",4,1,"LI",0,1,0,0,0,1,3,0,88,1,14
226983670,1,1,0,"B",1,2015-03-15,20,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,1,0,0,0,0,0,63,0,0
246640890,0,0,0,"A",0,2015-03-15,85,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,11,0,0
266821090,0,0,0,"A",0,2015-03-15,84,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,51,0,0
350898353,1,0,1,"B",1,2015-03-15,34,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,1,0,0,0,0,0,100,1,34
362163323,0,0,0,"A",0,2015-03-15,50,"Apartment","City",1,1,1,"Low",1,0,"FB",0,1,0,0,0,0,0,0,0,0,0
367979311,0,0,0,"A",0,2015-03-15,46,"Apartment","City",1,1,1,"Low",1,0,"FB",0,1,0,0,0,0,0,1,96,1,21
377984873,1,0,1,"C",2,2015-03-15,40,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,1,100,1,38
379671720,0,0,0,"A",0,2015-03-15,20,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,1,97,1,21
395563254,1,0,1,"C",2,2015-03-15,21,"House","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,1,1,0,100,1,35
407685155,0,0,0,"A",0,2015-03-15,84,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,1,2,0,100,1,34
418581640,0,0,0,"A",0,2015-03-15,58,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,1,1,0,0,0,0,0,33,0,0
423658280,1,1,0,"B",1,2015-03-15,45,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,1,100,1,35
479774560,0,0,0,"A",0,2015-03-15,54,"House","City",1,1,1,"High",4,1,"FB",0,1,0,0,0,0,0,0,99,1,28
494308910,0,0,0,"A",0,2015-03-15,46,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,67,0,0
494458605,1,0,1,"C",2,2015-03-15,17,"House","City",1,1,1,"Medium",4,1,"FB",0,1,1,0,0,0,0,0,100,1,37
518213555,1,1,0,"D",3,2015-03-15,14,"House","City",1,1,1,"High",5,1,"LI",0,1,0,0,0,1,3,0,100,1,37
538558600,0,0,0,"A",0,2015-03-15,61,"Apartment","City",1,0,1,"Medium",4,1,"LI",0,1,0,0,0,0,0,0,0,0,0
566814190,1,1,0,"B",1,2015-03-15,55,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,0,0,0,1,2,0,98,1,24
574014750,0,0,0,"A",0,2015-03-15,55,"Apartment","Rural",1,0,1,"Low",0,0,"FB",0,1,1,0,0,0,0,0,98,1,24
596240938,0,0,0,"A",0,2015-03-15,71,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,89,1,14
596391960,1,1,0,"C",2,2015-03-15,96,"Apartment","Rural",1,0,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
626206550,1,0,1,"D",3,2015-03-15,19,"House","City",1,1,1,"High",5,1,"FB",0,0,1,0,0,0,0,0,26,0,0
664608253,0,0,0,"A",0,2015-03-15,96,"Apartment","Rural",1,0,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
692389408,0,0,0,"A",0,2015-03-15,55,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,0,0,0,0,0,0,0,0,0
692801721,1,1,0,"B",1,2015-03-15,22,"Apartment","City",1,1,1,"Low",0,0,"FB",0,1,0,0,0,0,0,0,100,1,34
697653976,0,0,0,"A",0,2015-03-15,64,"House","City",1,1,1,"High",5,1,"LI",0,1,0,0,0,0,0,0,75,0,0
732258990,1,0,1,"B",1,2015-03-15,52,"Apartment","Rural",1,0,0,"Low",0,1,"FB",0,0,1,0,0,0,0,1,98,1,24
734790993,0,0,0,"A",0,2015-03-15,87,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,0,0,0,1,3,0,90,1,15
735784061,0,0,0,"A",0,2015-03-15,40,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,1,2,0,99,1,31
751139383,0,0,0,"A",0,2015-03-15,85,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,99,1,30
763449460,0,0,0,"A",0,2015-03-15,95,"House","City",1,1,1,"High",4,1,"LI",0,0,1,0,0,0,0,0,98,1,24
769470820,1,0,1,"B",1,2015-03-15,20,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,1,0,0,1,1,1,100,1,35
789763067,1,1,0,"D",3,2015-03-15,39,"House","City",1,1,1,"High",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
795154500,0,0,0,"A",0,2015-03-15,61,"House","City",1,1,1,"Medium",4,1,"LI",0,1,0,0,0,0,0,0,100,1,39
805769320,1,0,1,"B",1,2015-03-15,80,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,99,1,28
829798997,0,0,0,"A",0,2015-03-15,56,"Apartment","Rural",1,0,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,1,99,1,26
872105223,0,0,0,"A",0,2015-03-15,45,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,1,0,0,0,0,0,0,0,0,0
890276020,1,0,1,"B",1,2015-03-15,75,"Apartment","Rural",1,0,0,"Low",1,0,"FB",0,1,0,0,0,0,0,0,0,0,0
940214030,0,0,0,"A",0,2015-03-15,43,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,99,1,27
942064000,1,0,1,"D",3,2015-03-15,54,"House","City",1,1,1,"High",4,1,"FB",0,0,1,0,0,0,0,1,100,1,34
975271973,0,0,0,"A",0,2015-03-15,65,"Apartment","City",1,0,1,"Medium",4,1,"LI",0,1,0,0,0,0,0,0,0,0,0
985615370,1,1,0,"D",3,2015-03-15,64,"House","City",1,1,1,"High",5,1,"LI",0,0,1,0,0,0,0,1,98,1,25
135198780,0,0,0,"A",0,2015-03-16,56,"Apartment","Rural",1,0,0,"Medium",4,1,"LI",0,1,1,0,0,0,0,1,95,1,19
144216830,1,0,1,"D",3,2015-03-16,19,"House","City",1,1,1,"High",4,1,"FB",0,1,1,0,0,0,0,0,39,0,0
145372160,1,0,1,"C",2,2015-03-16,22,"Apartment","City",1,1,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,1,98,1,24
156105407,0,0,0,"A",0,2015-03-16,61,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,0,0,0,0,0,0,0,0,0
157535967,0,0,0,"A",0,2015-03-16,80,"Apartment","City",1,1,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,33,0,0
313088580,0,0,0,"A",0,2015-03-16,59,"House","City",1,1,1,"High",5,0,"FB",0,1,0,0,0,1,2,1,99,1,31
314069430,1,0,1,"B",1,2015-03-16,28,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,64,0,0
315208939,1,0,1,"B",1,2015-03-16,23,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,1,0,0,1,0,0,1,98,1,26
338200929,1,0,1,"B",1,2015-03-16,33,"Apartment","City",1,1,1,"Low",1,1,"FB",1,1,1,1,1,0,0,1,100,1,39
358556780,0,0,0,"A",0,2015-03-16,61,"Apartment","City",1,0,1,"Low",0,1,"FB",0,1,0,0,0,0,0,0,0,0,0
363278519,0,0,0,"A",0,2015-03-16,53,"Apartment","Rural",1,0,0,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,35,0,0
382825930,0,0,0,"A",0,2015-03-16,63,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,70,0,0
414708584,1,0,1,"C",2,2015-03-16,18,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,1,0,0,1,98,1,24
434129590,1,1,0,"D",3,2015-03-16,39,"House","City",1,1,1,"High",4,1,"LI",0,1,0,0,0,0,0,0,0,0,0
440483607,1,0,1,"B",1,2015-03-16,14,"Apartment","Rural",1,0,0,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
454832333,0,0,0,"A",0,2015-03-16,64,"Apartment","Rural",1,0,1,"Low",0,0,"FB",0,1,0,0,0,0,0,0,0,0,0
511258710,1,0,1,"C",2,2015-03-16,23,"Apartment","Rural",1,0,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,65,0,0
516765618,0,0,0,"A",0,2015-03-16,76,"House","City",1,1,1,"High",4,1,"FB",0,0,1,0,0,0,0,0,91,1,16
529377198,0,0,0,"A",0,2015-03-16,41,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
537206880,0,0,0,"A",0,2015-03-16,11,"House","City",1,1,1,"Medium",4,0,"FB",0,1,0,0,0,1,3,0,8,0,0
572159168,1,1,0,"D",3,2015-03-16,18,"House","City",1,1,1,"High",4,1,"FB",1,1,0,1,1,0,0,1,100,1,32
574351230,0,0,0,"A",0,2015-03-16,23,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,1,0,0,0,0,0,0,100,1,37
608018975,1,1,0,"B",1,2015-03-16,38,"Apartment","City",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,85,1,13
626836800,0,0,0,"A",0,2015-03-16,66,"Apartment","Rural",1,0,1,"Low",0,0,"FB",0,0,1,0,0,0,0,0,81,0,0
632058350,0,0,0,"A",0,2015-03-16,54,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
649444391,0,0,0,"A",0,2015-03-16,58,"Apartment","City",1,0,1,"Low",0,0,"FB",0,1,0,0,0,0,0,0,0,0,0
671153478,0,0,0,"A",0,2015-03-16,17,"House","City",1,1,1,"Medium",4,1,"FB",1,1,1,1,1,0,0,1,100,1,37
672882360,0,0,0,"A",0,2015-03-16,14,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,1,99,1,31
680988269,0,0,0,"A",0,2015-03-16,87,"Apartment","Rural",1,0,0,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
692527458,0,0,0,"A",0,2015-03-16,99,"House","City",1,1,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,31,0,0
703747534,1,1,0,"C",2,2015-03-16,14,"House","City",1,1,1,"Medium",4,1,"FB",1,1,0,1,1,0,0,1,100,1,32
749419006,0,0,0,"A",0,2015-03-16,19,"Apartment","City",1,0,1,"Low",1,0,"FB",0,1,0,0,1,1,3,1,98,1,23
786467456,1,1,0,"D",3,2015-03-16,39,"House","City",1,1,1,"High",4,1,"LI",0,1,0,0,1,1,3,0,0,0,0
796754310,1,1,0,"C",2,2015-03-16,56,"Apartment","Rural",1,0,0,"Medium",4,1,"LI",0,0,1,0,0,0,0,1,100,1,38
799151510,1,1,0,"B",1,2015-03-16,64,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,0,0,0,1,3,1,0,0,0
810549630,0,0,0,"A",0,2015-03-16,74,"Apartment","City",1,1,1,"Low",0,0,"FB",0,0,1,0,0,0,0,0,80,0,0
818519590,1,0,1,"B",1,2015-03-16,16,"Apartment","City",1,0,1,"Low",1,0,"FB",0,1,0,0,0,0,0,0,64,0,0
818892090,0,0,0,"A",0,2015-03-16,39,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,1,100,1,36
822232020,1,1,0,"D",3,2015-03-16,18,"House","City",1,1,1,"High",4,1,"FB",0,0,1,0,0,0,0,1,95,1,20
830671680,1,0,1,"B",1,2015-03-16,97,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
889391090,0,0,0,"A",0,2015-03-16,38,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,1,0,0,0,0,0,87,1,13
896563780,1,0,1,"B",1,2015-03-16,19,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,1,0,0,0,0,1,98,1,24
896890797,0,0,0,"A",0,2015-03-16,71,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,1,0,0,1,0,0,1,99,1,28
897874501,0,0,0,"A",0,2015-03-16,63,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
911041970,0,0,0,"A",0,2015-03-16,71,"Apartment","City",1,0,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,92,1,17
915875180,1,0,1,"C",2,2015-03-16,53,"Apartment","Rural",1,0,0,"Medium",4,0,"FB",0,0,1,0,0,0,0,1,100,1,34
927829068,1,1,0,"D",3,2015-03-16,19,"House","City",1,1,1,"High",4,1,"FB",0,0,1,0,0,0,0,0,31,0,0
966012812,1,1,0,"B",1,2015-03-16,14,"Apartment","City",1,1,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,93,1,17
975208580,0,0,0,"A",0,2015-03-16,62,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,1,100,1,39
7446924,1,0,1,"B",1,2015-03-17,75,"Apartment","Rural",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,89,1,15
9948349,0,0,0,"A",0,2015-03-17,66,"House","City",1,1,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,63,0,0
10249571,0,0,0,"A",0,2015-03-17,97,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,97,1,22
110096065,0,0,0,"A",0,2015-03-17,16,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,89,1,15
111869057,0,0,0,"A",0,2015-03-17,69,"Apartment","City",1,0,1,"Low",1,1,"FB",1,1,0,1,1,1,2,0,100,1,32
145457750,0,0,0,"A",0,2015-03-17,29,"Apartment","City",1,1,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,92,1,16
152583260,0,0,0,"A",0,2015-03-17,41,"Apartment","City",1,0,1,"Low",0,0,"FB",1,1,0,1,1,1,2,0,100,1,32
181933450,0,0,0,"A",0,2015-03-17,44,"Apartment","City",1,1,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,29,0,0
187239810,0,0,0,"A",0,2015-03-17,49,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,1,0,0,0,0,0,0
192176410,1,1,0,"C",2,2015-03-17,24,"Apartment","Rural",1,0,1,"Medium",4,0,"FB",1,1,1,1,1,0,0,1,100,1,37
262757910,0,0,0,"A",0,2015-03-17,70,"Apartment","City",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,52,0,0
304620440,1,0,1,"C",2,2015-03-17,12,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,1,0,0,0,0,0,0
305453530,1,1,0,"B",1,2015-03-17,86,"Apartment","City",1,1,1,"Low",1,1,"FB",0,1,0,0,0,0,0,1,97,1,21
325606638,0,0,0,"A",0,2015-03-17,96,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,1,0,0,0,0,0,0
368036146,1,0,1,"C",2,2015-03-17,16,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,54,0,0
375207460,0,0,0,"A",0,2015-03-17,49,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,1,3,0,0,0,0
379395361,0,0,0,"A",0,2015-03-17,48,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,1,0,0,1,99,1,27
383695141,0,0,0,"A",0,2015-03-17,96,"Apartment","Rural",1,0,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,56,0,0
389268020,1,0,1,"B",1,2015-03-17,99,"Apartment","Rural",1,0,1,"Low",0,1,"FB",1,1,0,0,1,0,0,1,99,1,30
401106951,0,0,0,"A",0,2015-03-17,66,"Apartment","City",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,21,0,0
402162825,0,0,0,"A",0,2015-03-17,66,"House","City",1,1,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,74,0,0
407396990,0,0,0,"A",0,2015-03-17,66,"Apartment","City",1,0,1,"Low",1,1,"FB",1,1,1,1,1,1,1,1,100,1,34
408301320,0,0,0,"A",0,2015-03-17,32,"Apartment","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,88,1,14
435498582,1,0,1,"C",2,2015-03-17,22,"Apartment","City",1,1,1,"Medium",4,1,"LI",0,0,1,0,0,0,0,0,58,0,0
458227247,1,0,1,"B",1,2015-03-17,35,"Apartment","City",1,1,1,"Low",0,1,"FB",1,1,0,0,1,0,0,1,99,1,31
463884910,0,0,0,"A",0,2015-03-17,35,"Apartment","City",1,1,1,"Low",0,1,"FB",1,1,1,1,1,0,0,1,100,1,36
469999584,1,0,1,"C",2,2015-03-17,24,"Apartment","Rural",1,0,1,"Medium",4,0,"FB",0,0,1,0,0,0,0,0,71,0,0
484009830,0,0,0,"A",0,2015-03-17,22,"Apartment","City",1,1,1,"Medium",4,1,"LI",0,1,0,0,1,0,0,1,99,1,28
485532840,1,1,0,"B",1,2015-03-17,99,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
490624300,1,1,0,"C",2,2015-03-17,36,"Apartment","Rural",1,0,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
498368316,1,0,1,"C",2,2015-03-17,37,"Apartment","City",1,1,1,"Medium",4,1,"FB",1,1,0,0,1,0,0,0,99,1,30
500708150,1,0,1,"C",2,2015-03-17,67,"Apartment","Rural",1,0,1,"Medium",4,0,"FB",1,1,1,1,1,0,0,1,100,1,34
529497310,0,0,0,"A",0,2015-03-17,97,"Apartment","Rural",1,0,1,"Low",1,0,"FB",0,1,0,0,1,1,3,0,98,1,23
561177060,0,0,0,"A",0,2015-03-17,75,"Apartment","Rural",1,0,1,"Low",0,0,"FB",1,1,1,1,1,0,0,1,100,1,38
564562510,0,0,0,"A",0,2015-03-17,99,"Apartment","City",1,0,1,"Low",1,1,"FB",0,1,0,0,1,0,0,1,98,1,26
624619092,0,0,0,"A",0,2015-03-17,80,"Apartment","City",1,1,1,"Medium",4,1,"FB",1,1,1,1,1,0,0,1,100,1,35
639158726,0,0,0,"A",0,2015-03-17,56,"Apartment","City",1,0,1,"Low",1,0,"FB",0,0,1,0,0,0,0,0,93,1,17
671470682,0,0,0,"A",0,2015-03-17,88,"Apartment","City",1,0,1,"Low",0,0,"FB",0,1,0,0,1,1,3,0,0,0,0
702451130,1,0,1,"C",2,2015-03-17,96,"Apartment","Rural",1,0,1,"Medium",4,1,"LI",1,1,1,1,1,0,0,0,100,1,36
702708750,0,0,0,"A",0,2015-03-17,67,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,18,0,0
715033550,1,1,0,"C",2,2015-03-17,11,"House","City",1,1,1,"Medium",4,1,"FB",0,0,1,0,0,0,0,0,85,1,13
780658216,1,1,0,"C",2,2015-03-17,32,"House","City",1,1,1,"Medium",4,1,"FB",1,1,1,1,1,1,1,1,100,1,36
791384110,0,0,0,"A",0,2015-03-17,11,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,0,1,0,0,0,0,0,88,1,14
828117288,1,1,0,"B",1,2015-03-17,11,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
844577920,1,0,1,"B",1,2015-03-17,11,"Apartment","City",1,0,1,"Low",0,1,"FB",0,0,1,0,0,0,0,0,73,0,0
853298680,0,0,0,"A",0,2015-03-17,42,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,1,0,0,0,98,1,24
861557140,1,0,1,"D",3,2015-03-17,19,"House","City",1,1,1,"High",4,1,"FB",1,1,1,1,1,0,0,0,100,1,34
890900472,1,1,0,"C",2,2015-03-17,25,"Apartment","City",1,1,1,"Medium",4,1,"LI",1,1,1,1,1,0,0,1,100,1,39
908341440,1,0,1,"B",1,2015-03-17,85,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,95,1,19
2384168,1,0,1,"B",1,2015-03-18,42,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,96,1,21
11425271,1,0,1,"B",1,2015-03-18,30,"Apartment","City",1,1,1,"Low",0,1,"FB",0,1,0,0,1,0,0,1,98,1,25
11789904,1,0,1,"B",1,2015-03-18,55,"Apartment","Rural",1,0,1,"Low",1,1,"FB",0,1,0,0,0,0,0,0,0,0,0
122448641,1,0,1,"C",2,2015-03-18,11,"House","City",1,1,1,"Medium",4,1,"FB",0,1,0,0,0,0,0,0,0,0,0
144229720,0,0,0,"A",0,2015-03-18,87,"House","City",1,1,1,"High",4,0,"FB",0,1,0,0,0,0,0,0,96,1,21
