ID,Victim,CC_Fraud,Other_ID_Theft,Victim_Cat,Victim Cat Code,Date of Attack,Age,Dwelling,City_Rural,Computer,Tablet,Cell_Phone,HH_Income,No_of_CC,Social_Net,Social_Net_Acct,OL_Bank,Firewall,Malware Present,Frequent-Traveler,Security_Clearance,Kids_in_HH,Tot_Kids,Secure_Hnet,Sess_Cnt_1mos,Cyber_Atks,No_Cyber_Atks_1mo
360675570,0,0,0,A,0,3/9/2015,24,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,99,1,30
385119160,1,1,0,C,2,3/9/2015,87,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,88,1,14
390408940,0,0,0,A,0,3/9/2015,84,Apartment,City,Yes,No,Yes,Medium,4,Yes,LI,0,1,1,0,0,1,1,0,100,1,36
393513010,1,0,1,B,1,3/9/2015,83,Apartment,City,Yes,Yes,Yes,Low,1,No,FB,0,1,1,0,0,0,0,0,100,1,39
398145911,0,0,0,A,0,3/9/2015,87,Apartment,Rural,Yes,No,No,Low,1,No,NA,0,1,1,0,0,0,0,0,89,1,14
403654170,0,0,0,A,0,3/9/2015,89,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,0,1,0,0,0,0,0,0,0,0
407549100,1,0,1,C,2,3/9/2015,31,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,98,1,23
409080360,1,0,1,C,2,3/9/2015,19,Apartment,City,Yes,No,Yes,Medium,4,Yes,LI,0,1,0,0,0,0,0,0,99,1,30
422887210,0,0,0,A,0,3/9/2015,78,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,99,1,30
434638709,0,0,0,A,0,3/9/2015,83,Apartment,City,Yes,Yes,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,0,0,0
440987568,0,0,0,A,0,3/9/2015,93,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,0,0,0,1,2,0,97,1,23
441525510,1,1,0,B,1,3/9/2015,26,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
442466100,1,1,0,B,1,3/9/2015,20,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,100,1,38
447842490,0,0,0,A,0,3/9/2015,51,House,City,Yes,Yes,Yes,High,4,Yes,FB,0,1,0,0,0,0,0,0,100,1,33
450722420,1,0,1,C,2,3/9/2015,19,Apartment,Rural,Yes,No,Yes,Medium,4,No,FB,0,1,1,0,0,1,1,0,98,1,23
456549200,0,0,0,A,0,3/9/2015,88,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,0,99,1,30
457003500,0,0,0,A,0,3/9/2015,55,Apartment,City,Yes,Yes,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,0,0,0
467461105,1,0,1,B,1,3/9/2015,18,Apartment,City,Yes,Yes,Yes,Low,0,No,FB,0,0,1,0,0,0,0,0,87,1,14
473911260,0,0,0,A,0,3/9/2015,70,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,0,100,1,38
486016262,0,0,0,A,0,3/9/2015,22,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,1,1,0,0,1,1,0,99,1,28
510903684,1,1,0,C,2,3/9/2015,21,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,8,0,0
512085120,0,0,0,A,0,3/9/2015,55,Apartment,City,Yes,Yes,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,99,1,27
519762674,0,0,0,A,0,3/9/2015,48,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,100,1,34
531797497,1,1,0,B,1,3/9/2015,24,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,99,1,26
533200210,1,1,0,C,2,3/9/2015,18,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,97,1,22
556091110,1,1,0,B,1,3/9/2015,30,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,73,0,0
658162772,0,0,0,A,0,3/9/2015,83,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,0,100,1,37
680832604,0,0,0,A,0,3/9/2015,61,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,1,0,0,0,0,0,78,0,0
691157310,1,0,1,B,1,3/9/2015,22,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,33,0,0
695237790,1,0,1,B,1,3/9/2015,68,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,54,0,0
707242990,1,0,1,B,1,3/9/2015,42,Apartment,Rural,Yes,No,No,Low,1,No,FB,0,1,0,0,0,0,0,0,100,1,33
710349343,0,0,0,A,0,3/9/2015,57,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,0,98,1,24
733745930,1,1,0,B,1,3/9/2015,72,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,94,1,18
745407170,0,0,0,A,0,3/9/2015,18,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,85,1,13
756116193,1,1,0,C,2,3/9/2015,35,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,1,3,0,100,1,35
764383480,0,0,0,A,0,3/9/2015,61,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,100,1,39
796668200,1,0,1,B,1,3/9/2015,16,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,98,1,24
826690484,1,1,0,B,1,3/9/2015,15,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,96,1,20
830802270,1,0,1,C,2,3/9/2015,19,Apartment,Rural,Yes,No,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,37,0,0
833963530,0,0,0,A,0,3/9/2015,18,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,1,0,0,0,0,0,0,98,1,23
834212110,1,0,1,B,1,3/9/2015,17,Apartment,Rural,Yes,No,Yes,Low,1,No,FB,0,0,1,0,0,0,0,0,0,0,0
874301350,1,0,1,B,1,3/9/2015,24,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,0,1,0,0,0,0,0,100,1,35
891177500,0,0,0,A,0,3/9/2015,99,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,8,0,0
898028100,0,0,0,A,0,3/9/2015,22,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,0,1,0,0,0,0,0,92,1,16
903421797,0,0,0,A,0,3/9/2015,55,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,98,1,24
925779570,0,0,0,A,0,3/9/2015,99,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,1,3,0,100,1,37
929467269,0,0,0,A,0,3/9/2015,87,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,0,100,1,34
961099993,0,0,0,A,0,3/9/2015,61,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,0,0,0,1,3,0,100,1,39
985942357,1,1,0,C,2,3/9/2015,31,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,1,0,0,0,1,3,0,83,1,12
987619600,1,1,0,B,1,3/9/2015,22,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,0,1,0,0,0,0,0,76,0,0
07204880,1,1,0,D,3,3/10/2015,32,House,City,Yes,Yes,Yes,High,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
008478659,1,1,0,B,1,3/10/2015,90,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,0,1,0,0,0,0,0,93,1,17
011303340,0,0,0,A,0,3/10/2015,54,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,92,1,16
014609051,1,0,1,D,3,3/10/2015,74,House,City,Yes,Yes,Yes,High,4,Yes,FB,0,1,1,0,0,0,0,0,100,1,37
151170662,1,0,1,D,3,3/10/2015,15,House,City,Yes,Yes,Yes,High,5,Yes,FB,0,0,1,0,0,0,0,0,73,0,0
164520192,1,1,0,B,1,3/10/2015,66,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,97,1,22
187362320,0,0,0,A,0,3/10/2015,74,House,City,Yes,Yes,Yes,High,4,Yes,FB,0,0,1,0,0,0,0,0,85,1,13
196467320,0,0,0,A,0,3/10/2015,76,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,1,0,0,0,1,3,0,62,0,0
235974700,0,0,0,A,0,3/10/2015,58,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,94,1,18
246921700,1,1,0,B,1,3/10/2015,26,Apartment,City,Yes,No,Yes,Low,0,No,FB,0,1,0,0,0,0,0,0,50,0,0
257357810,0,0,0,A,0,3/10/2015,15,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,93,1,18
267891110,0,0,0,A,0,3/10/2015,56,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
269645150,0,0,0,A,0,3/10/2015,15,Apartment,City,Yes,No,Yes,Medium,4,Yes,LI,0,1,0,0,0,1,2,0,99,1,30
273696870,1,1,0,B,1,3/10/2015,20,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,0,1,0,0,0,0,0,94,1,19
274905990,1,1,0,C,2,3/10/2015,17,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,58,0,0
288531210,0,0,0,A,0,3/10/2015,66,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
312636770,0,0,0,A,0,3/10/2015,82,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,99,1,27
318304939,0,0,0,A,0,3/10/2015,49,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,100,1,33
322185794,0,0,0,A,0,3/10/2015,88,House,City,Yes,Yes,Yes,High,5,No,FB,0,0,1,0,0,0,0,0,0,0,0
325713780,0,0,0,A,0,3/10/2015,58,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,61,0,0
352439277,0,0,0,A,0,3/10/2015,47,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,100,1,32
399228629,1,0,1,C,2,3/10/2015,15,Apartment,City,Yes,No,Yes,Medium,4,Yes,LI,0,1,0,0,0,0,0,0,98,1,25
405782780,1,1,0,B,1,3/10/2015,45,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,0,1,0,0,0,0,0,69,0,0
420780260,1,0,1,B,1,3/10/2015,17,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,96,1,21
426713312,0,0,0,A,0,3/10/2015,83,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,100,1,34
426974915,0,0,0,A,0,3/10/2015,90,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,96,1,21
448417057,1,0,1,C,2,3/10/2015,39,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,0,58,0,0
459863990,1,0,1,C,2,3/10/2015,16,Apartment,City,Yes,No,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,51,0,0
463615590,0,0,0,A,0,3/10/2015,93,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,98,1,25
480397963,0,0,0,A,0,3/10/2015,82,Apartment,Rural,Yes,No,Yes,Low,0,No,NA,0,0,1,0,0,0,0,0,99,1,28
489467500,0,0,0,A,0,3/10/2015,61,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,99,1,29
499141561,0,0,0,A,0,3/10/2015,88,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,0,1,0,0,0,0,0,99,1,28
525927172,0,0,0,A,0,3/10/2015,75,Apartment,Rural,Yes,No,No,Low,1,No,NA,0,1,1,0,0,0,0,0,3,0,0
540486778,0,0,0,A,0,3/10/2015,76,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,100,1,37
542136310,0,0,0,A,0,3/10/2015,36,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,1,1,0,0,0,0,0,82,0,0
562362520,1,1,0,B,1,3/10/2015,58,Apartment,Rural,Yes,No,No,Low,0,Yes,FB,0,0,1,0,0,0,0,0,98,1,25
575845800,1,0,1,B,1,3/10/2015,16,Apartment,Rural,Yes,No,No,Low,0,Yes,FB,0,1,1,0,0,1,1,0,100,1,38
576186116,0,0,0,A,0,3/10/2015,78,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,1,0,0,1,1,0,86,1,13
581411350,1,0,1,C,2,3/10/2015,71,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
588336760,0,0,0,A,0,3/10/2015,75,Apartment,Rural,Yes,No,No,Low,1,No,NA,0,0,1,0,0,0,0,0,95,1,19
641037800,0,0,0,A,0,3/10/2015,29,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
702503480,0,0,0,A,0,3/10/2015,26,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,99,1,28
702716830,1,0,1,D,3,3/10/2015,89,House,City,Yes,Yes,Yes,High,4,Yes,FB,0,1,0,0,0,0,0,0,96,1,21
730797530,1,1,0,B,1,3/10/2015,60,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,0,1,0,0,0,0,0,0,0,0
733966900,1,1,0,D,3,3/10/2015,13,House,City,Yes,Yes,Yes,High,4,Yes,FB,0,1,0,0,0,1,3,0,97,1,23
766496900,1,0,1,B,1,3/10/2015,87,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,15,0,0
772727910,0,0,0,A,0,3/10/2015,16,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,0,0,0,0,0,0,54,0,0
808388870,0,0,0,A,0,3/10/2015,62,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,0,0,0,1,2,0,79,0,0
827768451,0,0,0,A,0,3/10/2015,63,Apartment,City,Yes,Yes,Yes,Medium,4,No,FB,0,1,0,0,0,0,0,0,65,0,0
834574803,0,0,0,A,0,3/10/2015,45,Apartment,Rural,Yes,No,No,Medium,4,Yes,LI,0,0,1,0,0,0,0,0,0,0,0
845261930,0,0,0,A,0,3/10/2015,47,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,59,0,0
854305405,1,1,0,B,1,3/10/2015,31,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,99,1,31
855946510,0,0,0,A,0,3/10/2015,23,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
856112740,0,0,0,A,0,3/10/2015,89,House,City,Yes,Yes,Yes,High,4,Yes,FB,0,0,1,0,0,0,0,0,100,1,32
878764950,1,0,1,C,2,3/10/2015,63,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
885549970,0,0,0,A,0,3/10/2015,16,Apartment,City,Yes,No,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,0,0,0
888214141,1,1,0,C,2,3/10/2015,17,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,99,1,29
905528506,1,1,0,C,2,3/10/2015,16,Apartment,Rural,Yes,No,No,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,100,1,39
920010510,0,0,0,A,0,3/10/2015,61,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,0,8,0,0
937120680,0,0,0,A,0,3/10/2015,52,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,1,0,0,0,0,0,0,76,0,0
942361670,1,1,0,B,1,3/10/2015,37,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,1,0,0,1,1,0,100,1,36
951780635,0,0,0,A,0,3/10/2015,82,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
966722691,0,0,0,A,0,3/10/2015,37,Apartment,Rural,Yes,No,Yes,Low,0,No,NA,0,1,0,0,0,0,0,0,98,1,25
968885410,0,0,0,A,0,3/10/2015,29,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,100,1,34
990524270,0,0,0,A,0,3/10/2015,13,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,100,1,38
992641154,0,0,0,A,0,3/10/2015,73,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,96,1,21
992686351,0,0,0,A,0,3/10/2015,60,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,0,0,0
000420266,1,0,1,C,2,3/11/2015,21,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,98,1,24
000666542,0,0,0,A,0,3/11/2015,70,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
001272581,0,0,0,A,0,3/11/2015,41,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,1,0,0,0,0,0,100,1,36
03689120,1,1,0,B,1,3/11/2015,87,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,0,1,0,0,0,0,0,99,1,26
006526143,0,0,0,A,0,3/11/2015,22,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,100,1,38
014008542,1,0,1,C,2,3/11/2015,17,Apartment,Rural,Yes,No,No,Medium,4,Yes,FB,0,1,0,0,0,1,2,0,59,0,0
20038586,1,1,0,B,1,3/11/2015,21,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,93,1,17
115937530,1,0,1,B,1,3/11/2015,32,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,60,0,0
154301123,0,0,0,A,0,3/11/2015,22,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
162050315,0,0,0,A,0,3/11/2015,18,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,1,0,0,0,0,0,97,1,22
163428340,0,0,0,A,0,3/11/2015,28,Apartment,Rural,Yes,No,Yes,Low,0,No,NA,0,1,0,0,0,0,0,0,100,1,36
172559001,0,0,0,A,0,3/11/2015,42,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,0,0,0
176699408,1,0,1,D,3,3/11/2015,32,House,City,Yes,Yes,Yes,High,5,Yes,LI,0,1,0,0,0,0,0,0,85,1,13
196784300,0,0,0,A,0,3/11/2015,78,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,0,1,0,0,0,0,0,98,1,24
197549050,1,0,1,D,3,3/11/2015,18,House,City,Yes,Yes,Yes,High,4,Yes,LI,0,1,0,0,0,0,0,0,100,1,33
199570116,0,0,0,A,0,3/11/2015,30,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,0,0,0,1,3,0,63,0,0
199993013,0,0,0,A,0,3/11/2015,94,Apartment,Rural,Yes,No,Yes,Low,0,No,NA,0,1,0,0,0,0,0,0,99,1,27
221440310,1,1,0,D,3,3/11/2015,63,House,City,Yes,Yes,Yes,High,4,No,FB,0,1,0,0,0,0,0,0,81,0,0
235472280,0,0,0,A,0,3/11/2015,69,Apartment,City,Yes,Yes,Yes,Low,0,No,NA,0,0,1,0,0,0,0,0,98,1,24
241815120,1,0,1,B,1,3/11/2015,93,Apartment,Rural,Yes,No,No,Low,0,Yes,FB,0,0,1,0,0,0,0,0,99,1,26
276389480,0,0,0,A,0,3/11/2015,63,House,City,Yes,Yes,Yes,High,4,No,FB,0,1,0,0,0,1,3,0,99,1,30
280052820,1,0,1,B,1,3/11/2015,64,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,1,0,0,0,0,0,0,100,1,37
304346700,0,0,0,A,0,3/11/2015,69,Apartment,City,Yes,Yes,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,100,1,33
321794230,1,0,1,B,1,3/11/2015,83,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,98,1,24
325239790,0,0,0,A,0,3/11/2015,22,Apartment,City,Yes,Yes,Yes,Medium,4,No,FB,0,1,0,0,0,1,3,0,99,1,31
327669826,1,0,1,C,2,3/11/2015,39,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,FB,0,1,1,0,0,0,0,0,55,0,0
356358320,0,0,0,A,0,3/11/2015,53,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,97,1,22
358165990,1,1,0,B,1,3/11/2015,20,Apartment,City,Yes,Yes,Yes,Low,1,No,FB,0,1,0,0,0,0,0,0,100,1,37
404199058,0,0,0,A,0,3/11/2015,52,Apartment,City,Yes,Yes,Yes,Low,1,No,NA,0,1,1,0,0,1,1,0,63,0,0
432642630,0,0,0,A,0,3/11/2015,22,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,100,1,33
433929733,0,0,0,A,0,3/11/2015,61,House,City,Yes,Yes,Yes,Medium,4,No,FB,0,0,1,0,0,0,0,0,97,1,23
434403617,0,0,0,A,0,3/11/2015,65,Apartment,Rural,Yes,No,No,Low,1,Yes,FB,0,1,1,0,0,0,0,0,98,1,25
440853093,1,0,1,B,1,3/11/2015,37,Apartment,Rural,Yes,No,Yes,Low,0,Yes,FB,0,1,1,0,0,0,0,0,100,1,35
442594519,0,0,0,A,0,3/11/2015,88,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,94,1,18
486510437,1,0,1,B,1,3/11/2015,36,Apartment,City,Yes,No,Yes,Low,1,No,FB,0,0,1,0,0,0,0,1,100,1,36
489232738,1,0,1,C,2,3/11/2015,32,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,1,100,1,36
489819390,0,0,0,A,0,3/11/2015,20,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,92,1,17
505980140,1,0,1,B,1,3/11/2015,54,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,1,3,0,100,1,38
509504189,1,1,0,D,3,3/11/2015,23,House,City,Yes,Yes,Yes,High,5,Yes,LI,0,1,1,0,0,0,0,0,91,1,16
515889194,0,0,0,A,0,3/11/2015,88,Apartment,City,Yes,No,Yes,Low,0,No,NA,0,0,1,0,0,0,0,1,96,1,20
560513030,1,1,0,D,3,3/11/2015,23,House,City,Yes,Yes,Yes,High,5,Yes,LI,0,1,1,0,0,1,1,0,100,1,35
578517424,0,0,0,A,0,3/11/2015,73,Apartment,City,Yes,Yes,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,75,0,0
584783830,1,1,0,B,1,3/11/2015,34,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,1,0,0,0,0,0,0,100,1,34
587913060,0,0,0,A,0,3/11/2015,56,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
598879140,0,0,0,A,0,3/11/2015,53,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,97,1,21
624909500,0,0,0,A,0,3/11/2015,76,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,0,1,1,0,0,1,1,0,100,1,38
638467483,1,1,0,B,1,3/11/2015,22,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,14,0,0
650560250,1,1,0,B,1,3/11/2015,73,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,1,0,0,1,1,0,100,1,36
682659840,0,0,0,A,0,3/11/2015,88,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,1,0,0,0,1,2,0,100,1,32
712840350,0,0,0,A,0,3/11/2015,82,Apartment,Rural,Yes,No,Yes,Low,1,Yes,FB,0,1,0,0,0,0,0,0,100,1,32
721128420,0,0,0,A,0,3/11/2015,50,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
736499342,1,1,0,C,2,3/11/2015,11,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,100,1,34
750211870,1,1,0,B,1,3/11/2015,31,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,87,1,14
800785327,0,0,0,A,0,3/11/2015,68,House,City,Yes,Yes,Yes,Medium,4,Yes,LI,0,0,1,0,0,0,0,0,94,1,18
801477230,1,0,1,B,1,3/11/2015,14,Apartment,City,Yes,No,Yes,Low,0,Yes,FB,0,0,1,0,0,0,0,0,100,1,34
805619580,1,1,0,B,1,3/11/2015,20,Apartment,City,Yes,No,Yes,Low,1,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
819045890,1,1,0,B,1,3/11/2015,52,Apartment,City,Yes,Yes,Yes,Low,1,No,FB,0,1,1,0,0,0,0,0,99,1,26
849053560,0,0,0,A,0,3/11/2015,76,Apartment,City,Yes,No,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,22,0,0
865191990,0,0,0,A,0,3/11/2015,47,Apartment,City,Yes,Yes,Yes,Low,0,No,NA,0,1,1,0,0,0,0,0,99,1,27
882853371,0,0,0,A,0,3/11/2015,64,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,0,1,0,0,0,0,0,0,0,0
895171939,0,0,0,A,0,3/11/2015,93,Apartment,Rural,No,No,No,Low,0,No,NA,0,0,1,0,0,0,0,0,96,1,20
895747850,1,1,0,B,1,3/11/2015,54,Apartment,City,Yes,Yes,Yes,Low,1,Yes,FB,0,1,0,0,0,1,2,0,100,1,33
942876852,1,1,0,C,2,3/11/2015,31,Apartment,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,90,1,15
944465520,1,0,1,C,2,3/11/2015,39,Apartment,Rural,Yes,No,Yes,Medium,4,Yes,LI,0,1,1,0,0,1,1,0,27,0,0
949743426,0,0,0,A,0,3/11/2015,47,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,0,1,0,0,0,0,0,0,0,0
968929806,0,0,0,A,0,3/11/2015,47,Apartment,City,Yes,Yes,Yes,Low,0,No,NA,0,0,1,0,0,0,0,0,0,0,0
975074320,0,0,0,A,0,3/11/2015,36,Apartment,City,Yes,No,Yes,Low,1,No,NA,0,1,0,0,0,1,2,0,90,1,15
001149675,0,0,0,A,0,3/12/2015,22,House,City,Yes,Yes,Yes,Medium,4,Yes,FB,0,1,0,0,0,0,0,0,100,1,34
